,player_ref,player_name,rating_1,rating_2,impact,maps_played,maps_won,rounds_played,rounds_with_kills,total_kills,total_deaths,kill_death_difference,kd_ratio,rounds_0_kill,rounds_1_kill,rounds_2_kill,rounds_3_kill,rounds_4_kill,rounds_5_kill,total_opening_kills,total_opening_deaths,opening_kill_ratio,kills_per_round,deaths_per_round,assists_per_round,average_damage_per_round,grenade_damage_per_round,headshot_percent,kast,team_win_percent_after_first_kill,first_kill_in_won_rounds,saved_by_teammate_per_round,saved_a_teammate_per_round,rifle_kills,sniper_kills,smg_kills,pistol_kills,grenade_kills,other_kills
0,11893,ZywOo,1.29,1.35,1.5,634,0.606,16532,8894,14311,10288,4023,1.39,7638,5043,2611,966,222,52,2654,1657,1.6,0.87,0.62,0.13,90.4,3.7,0.418,0.748,0.731,0.22,0.1,0.12,5107,5306,788,2851,165,116
1,39,GeT_RiGhT,1.1,,1.03,1675,0.616,43065,21253,32012,27633,4379,1.16,21812,13186,5906,1766,350,45,4282,3971,1.08,0.74,0.64,0.15,76.8,4.3,0.491,0.691,0.762,0.14,0.09,0.08,23226,878,2125,4816,443,541
2,13281,El1an,1.1,1.13,1.19,583,0.45799999999999996,15569,7717,11540,9929,1611,1.16,7852,4853,2049,679,128,8,2082,1449,1.44,0.74,0.64,0.1,76.3,1.9,0.278,0.6890000000000001,0.721,0.196,0.07,0.09,2077,7076,234,2025,72,70
3,5021,swag,1.1,,1.09,556,0.606,14447,7071,10527,8898,1629,1.18,7376,4462,1915,564,122,8,1395,1165,1.2,0.73,0.62,0.14,77.6,4.7,0.495,0.7290000000000001,0.757,0.136,0.08,0.09,6649,1365,447,1847,171,69
4,1378,zehN,1.1,,1.13,847,0.586,22217,10766,16421,14384,2037,1.14,11451,6621,2925,960,230,30,2012,1883,1.07,0.74,0.65,0.15,80.9,7.1,0.455,0.716,0.7609999999999999,0.131,0.08,0.09,11566,471,1285,2698,355,61
5,11264,WARDELL,1.1,1.13,1.19,609,0.53,15901,7692,11627,9979,1648,1.17,8209,4738,2139,663,138,14,2057,1399,1.47,0.73,0.63,0.1,74.2,2.1,0.272,0.7090000000000001,0.723,0.185,0.09,0.1,1523,7327,578,2109,94,39
6,12840,hallzerk,1.1,1.13,1.2,357,0.518,9538,4655,7097,6214,883,1.14,4883,2841,1302,413,82,17,1274,934,1.36,0.74,0.65,0.1,75.5,2.6,0.342,0.7020000000000001,0.737,0.196,0.09,0.11,1771,3762,215,1301,46,15
7,11140,INS,1.1,1.17,1.22,743,0.685,18855,9281,14101,12276,1825,1.15,9574,5652,2639,805,169,16,2103,1892,1.11,0.75,0.65,0.17,84.2,7.8,0.42200000000000004,0.718,0.774,0.152,0.1,0.09,9444,702,1085,2388,359,148
8,695,allu,1.1,,1.14,1481,0.5820000000000001,38760,19362,28934,24723,4211,1.17,19398,12113,5323,1589,308,29,4677,3027,1.55,0.75,0.64,0.11,75.6,3.6,0.287,0.701,0.77,0.177,0.08,0.09,8221,13637,1451,4965,460,236
9,11816,ropz,1.1,1.14,1.07,796,0.589,20900,10255,15263,12840,2423,1.19,10645,6471,2765,834,165,20,1865,1568,1.19,0.73,0.61,0.11,78.3,2.5,0.521,0.726,0.733,0.124,0.07,0.1,11592,344,576,2631,78,66
10,11916,sergej,1.1,1.16,1.15,620,0.613,16339,8154,12171,10379,1792,1.17,8185,5128,2195,688,126,17,1662,1505,1.1,0.74,0.64,0.14,81.1,4.0,0.498,0.731,0.742,0.14,0.1,0.11,8953,501,419,2050,164,113
11,10263,xccurate,1.1,,1.15,597,0.611,15354,7551,11415,9849,1566,1.16,7803,4686,2035,678,135,17,1788,1327,1.35,0.74,0.64,0.1,75.0,1.8,0.316,0.713,0.767,0.166,0.1,0.1,2844,5903,554,2044,69,18
12,11188,xeta,1.1,1.17,1.2,351,0.5579999999999999,8823,4292,6488,5570,918,1.16,4531,2668,1157,373,83,11,1058,742,1.43,0.74,0.63,0.13,79.9,3.9,0.41100000000000003,0.732,0.743,0.17,0.11,0.12,3169,1789,234,1214,78,22
13,13254,TenZ,1.1,1.15,1.21,401,0.534,10399,5128,7931,7092,839,1.12,5271,3097,1401,503,112,15,1173,1121,1.05,0.76,0.68,0.14,82.4,3.2,0.513,0.715,0.713,0.156,0.1,0.12,5215,814,236,1583,62,39
14,10588,Liazz,1.11,,1.12,760,0.638,19497,9376,14113,11956,2157,1.18,10121,5882,2467,830,178,19,1765,1467,1.2,0.72,0.61,0.16,80.6,4.6,0.456,0.743,0.742,0.12300000000000001,0.1,0.11,10285,112,1112,2372,213,60
15,9032,Magisk,1.11,,1.14,1082,0.657,28312,13842,20862,17757,3105,1.17,14470,8592,3785,1189,248,28,2876,2511,1.15,0.74,0.63,0.15,81.0,5.4,0.475,0.733,0.762,0.14,0.09,0.1,15665,384,936,3566,298,49
16,6455,OCEAN,0.77,,0.72,384,0.375,9928,3812,5168,7045,-1877,0.73,6116,2714,879,185,30,4,553,879,0.63,0.52,0.71,0.12,59.8,3.5,0.439,0.6409999999999999,0.711,0.086,0.09,0.08,3437,312,432,883,64,48
17,10980,DuDe,0.78,0.84,0.78,303,0.455,8063,3043,4192,5656,-1464,0.74,5020,2127,717,167,30,2,622,928,0.67,0.52,0.7,0.13,62.9,6.1,0.5329999999999999,0.643,0.743,0.11800000000000001,0.1,0.07,2934,124,325,700,95,14
18,7415,HUNDEN,0.81,,0.8,1578,0.541,41153,16415,22470,28708,-6238,0.78,24738,11579,3779,923,121,13,3079,4493,0.69,0.55,0.7,0.14,64.4,4.5,0.48700000000000004,0.6679999999999999,0.727,0.106,0.11,0.09,16737,220,1502,3589,401,63
19,9152,shinobi,0.83,,0.82,352,0.415,9234,3801,5332,6726,-1394,0.79,5433,2625,876,251,43,6,753,1043,0.72,0.58,0.73,0.13,64.5,3.7,0.496,0.664,0.73,0.124,0.12,0.09,3636,365,365,911,59,9
20,472,B1ad3,0.83,,0.84,899,0.449,23232,9604,13472,16880,-3408,0.8,13628,6564,2346,582,105,7,1977,2548,0.78,0.58,0.73,0.16,66.5,2.6,0.419,0.6459999999999999,0.7340000000000001,0.129,0.1,0.07,10064,67,860,2256,118,108
21,3545,haste,0.84,,0.95,313,0.534,8108,3336,4673,5765,-1092,0.81,4772,2286,804,211,31,4,825,1135,0.73,0.58,0.71,0.16,68.3,4.5,0.45,0.677,0.715,0.14300000000000002,0.12,0.08,3027,410,342,813,78,11
22,13779,PASHANOJ,0.84,0.91,0.92,480,0.456,12505,5177,7359,9114,-1755,0.81,7328,3481,1281,349,61,5,1250,1758,0.71,0.59,0.73,0.13,68.6,4.0,0.536,0.647,0.727,0.152,0.1,0.07,4862,69,1101,1229,79,36
23,7217,SolEk,0.84,,0.71,372,0.409,9381,3942,5542,6782,-1240,0.82,5439,2739,889,252,59,3,830,934,0.89,0.59,0.72,0.13,61.3,2.6,0.495,0.652,0.764,0.14400000000000002,0.11,0.07,3299,592,264,1265,93,32
24,9637,LONSDALE,0.85,,0.95,368,0.503,9415,3957,5551,6754,-1203,0.82,5458,2699,969,244,43,2,944,1205,0.78,0.59,0.72,0.16,71.7,5.8,0.42,0.6609999999999999,0.742,0.14800000000000002,0.09,0.07,3638,216,525,1056,109,19
25,8708,Slemmy,0.85,,0.78,445,0.508,11663,4779,6638,7951,-1313,0.83,6884,3302,1147,280,48,2,803,1066,0.75,0.57,0.68,0.12,63.7,3.2,0.496,0.677,0.74,0.10099999999999999,0.11,0.09,4437,220,592,1298,99,6
26,136,gob b,0.85,,0.84,975,0.511,25707,10397,14445,17256,-2811,0.84,15310,7211,2466,606,108,6,1774,2268,0.78,0.56,0.67,0.13,66.6,6.0,0.485,0.6829999999999999,0.7190000000000001,0.099,0.1,0.08,9673,215,1493,2688,269,131
27,1964,Twista,0.85,,0.82,380,0.49200000000000005,9970,4209,5863,7012,-1149,0.84,5761,2920,971,275,43,0,753,1121,0.67,0.59,0.7,0.16,67.4,5.1,0.359,0.6729999999999999,0.7240000000000001,0.11,0.09,0.09,4327,27,343,1061,102,8
28,7378,Devilwalk,0.86,,0.91,400,0.502,10494,4394,6122,7223,-1101,0.85,6100,3055,1017,283,35,4,847,1138,0.74,0.58,0.69,0.16,69.8,3.9,0.513,0.6679999999999999,0.737,0.11699999999999999,0.12,0.08,4529,145,332,972,127,20
29,12572,djL,0.86,0.91,0.8,688,0.526,18180,7476,10263,11998,-1735,0.86,10704,5250,1728,440,53,5,1391,1607,0.87,0.56,0.66,0.12,63.0,3.0,0.473,0.6920000000000001,0.726,0.109,0.1,0.08,7025,391,1058,1673,119,9
30,9350,def,0.86,,0.85,605,0.474,15797,6637,9243,10836,-1593,0.85,9160,4548,1651,366,65,7,1224,1575,0.78,0.59,0.69,0.14,67.4,3.4,0.418,0.69,0.7170000000000001,0.11199999999999999,0.11,0.08,6387,148,1005,1532,125,62
31,11494,Dezibel,0.87,0.93,0.83,361,0.46299999999999997,9269,3880,5420,6277,-857,0.86,5389,2639,981,223,35,2,582,740,0.79,0.58,0.68,0.15,68.2,5.9,0.37,0.674,0.701,0.091,0.1,0.08,3575,93,491,1050,138,89
32,8521,daps,0.87,,0.83,994,0.581,25928,10766,14967,17181,-2214,0.87,15162,7414,2620,622,104,6,1905,2577,0.74,0.58,0.66,0.15,66.7,4.4,0.39899999999999997,0.698,0.747,0.10400000000000001,0.1,0.07,9688,353,2102,2562,242,33
33,1328,flowsicK,0.87,,0.97,395,0.484,10074,4425,6257,7304,-1047,0.86,5649,2995,1089,295,42,4,899,1010,0.89,0.62,0.73,0.15,73.6,3.7,0.474,0.674,0.738,0.133,0.11,0.08,4449,18,490,1199,87,26
34,1916,seang@res,0.88,,0.87,713,0.5539999999999999,18391,7755,10904,12533,-1629,0.87,10636,5262,1945,469,73,6,1591,1959,0.81,0.59,0.68,0.14,67.4,4.8,0.402,0.68,0.747,0.126,0.11,0.08,6675,1179,891,1894,206,65
35,10993,torben,0.88,0.93,0.84,532,0.515,13939,5835,8176,9372,-1196,0.87,8104,3997,1408,366,55,9,1050,1325,0.79,0.59,0.67,0.12,66.2,3.7,0.495,0.6859999999999999,0.687,0.10300000000000001,0.1,0.09,6014,50,509,1511,103,7
36,921,BERRY,0.88,,0.99,695,0.45299999999999996,18162,7936,11359,13227,-1868,0.86,10226,5307,1967,548,105,9,1946,2292,0.85,0.63,0.73,0.15,72.3,5.4,0.379,0.6559999999999999,0.735,0.161,0.1,0.08,6642,1240,1275,1973,200,36
37,8600,advent,0.88,,0.78,861,0.6559999999999999,21948,9030,12418,13863,-1445,0.9,12918,6324,2121,496,83,6,1341,1526,0.88,0.57,0.63,0.14,62.6,4.3,0.499,0.718,0.738,0.081,0.11,0.1,8354,71,1762,2035,193,22
38,11806,JD,0.89,0.96,1.01,307,0.44299999999999995,7839,3450,5019,5859,-840,0.86,4389,2239,908,254,43,6,792,1037,0.76,0.64,0.75,0.15,72.2,4.9,0.47,0.6679999999999999,0.701,0.14800000000000002,0.12,0.1,3459,155,212,971,71,162
39,41,pronax,0.89,,0.86,1199,0.585,31403,13294,18722,20989,-2267,0.89,18109,9042,3264,845,136,7,2583,3318,0.78,0.6,0.67,0.14,64.7,4.0,0.45799999999999996,0.659,0.742,0.115,0.09,0.08,14083,234,1040,2976,332,71
40,9017,MAiNLiNE,0.89,,1.0,437,0.501,11092,4777,6904,7968,-1064,0.87,6315,3149,1215,337,66,10,1225,1442,0.85,0.62,0.72,0.14,69.1,2.4,0.517,0.67,0.6970000000000001,0.155,0.11,0.09,4741,301,327,1450,79,28
41,7797,spiker,0.89,,0.95,409,0.465,10804,4670,6723,7705,-982,0.87,6134,3090,1177,345,53,5,946,1154,0.82,0.62,0.71,0.14,71.5,2.6,0.43,0.655,0.716,0.129,0.08,0.08,3985,1059,331,1247,70,38
42,15120,JiNKZ,0.89,0.97,0.94,542,0.541,14411,6064,8657,9850,-1193,0.88,8347,4066,1489,433,66,10,1342,1647,0.81,0.6,0.68,0.15,69.7,3.8,0.535,0.6990000000000001,0.703,0.13,0.11,0.09,6106,70,608,1643,145,94
43,9295,sycrone,0.89,,0.85,488,0.502,12863,5493,7717,8658,-941,0.89,7370,3734,1360,339,54,6,903,1083,0.83,0.6,0.67,0.15,70.0,4.0,0.402,0.6920000000000001,0.7020000000000001,0.098,0.11,0.09,5194,182,700,1540,90,24
44,9882,Polen,0.89,,0.93,365,0.474,9581,4118,5873,6680,-807,0.88,5463,2763,1029,259,60,7,842,1069,0.79,0.61,0.7,0.14,70.0,4.2,0.531,0.6809999999999999,0.7070000000000001,0.124,0.1,0.08,4083,96,403,1215,73,15
45,6451,FNS,0.89,,0.85,953,0.5329999999999999,25080,10878,15287,17081,-1794,0.89,14202,7389,2704,675,102,8,1896,2362,0.8,0.61,0.68,0.14,68.0,4.1,0.45899999999999996,0.6890000000000001,0.733,0.10800000000000001,0.1,0.08,10789,199,1075,2924,214,107
46,10096,HooXi,0.9,,0.89,328,0.48200000000000004,8666,3690,5257,5935,-678,0.89,4976,2480,906,256,43,5,704,905,0.78,0.61,0.68,0.13,70.4,5.3,0.505,0.675,0.688,0.111,0.09,0.08,3421,291,540,908,86,14
47,8612,fix,0.9,,0.96,334,0.40700000000000003,8772,3835,5506,6297,-791,0.87,4937,2569,929,274,58,5,726,1011,0.72,0.63,0.72,0.13,72.9,2.8,0.489,0.669,0.731,0.129,0.1,0.08,4073,55,233,1082,56,13
48,163,Loord,0.9,,0.47,369,0.52,9412,4146,5788,6394,-606,0.91,5266,2850,1010,249,36,1,704,804,0.88,0.61,0.68,0.15,48.5,5.0,0.41200000000000003,0.725,0.737,0.107,0.09,0.07,4392,61,268,917,121,29
49,5327,nkl,0.9,,0.87,642,0.615,16554,7138,9990,11036,-1046,0.91,9416,4851,1813,400,69,5,1323,1508,0.88,0.6,0.67,0.15,68.3,3.3,0.429,0.706,0.748,0.11,0.1,0.07,7602,182,164,1877,155,13
50,8294,balblna,0.9,,0.89,611,0.475,16017,6863,9791,11024,-1233,0.89,9154,4594,1712,467,78,12,1166,1306,0.89,0.61,0.69,0.15,70.4,5.1,0.498,0.6859999999999999,0.7140000000000001,0.107,0.11,0.1,5919,346,1273,1943,179,145
51,8504,LeX,0.9,,0.96,378,0.45,9678,4220,6147,7043,-896,0.87,5458,2758,1082,313,60,7,859,1157,0.74,0.64,0.73,0.15,72.7,4.0,0.442,0.667,0.7170000000000001,0.131,0.1,0.09,4564,116,270,1094,60,48
52,2304,Kirby,0.9,,0.89,342,0.43,8710,3774,5508,6251,-743,0.88,4936,2455,989,272,49,9,670,711,0.94,0.63,0.72,0.12,68.9,1.9,0.609,0.648,0.7190000000000001,0.11599999999999999,0.09,0.1,4276,37,159,969,67,2
53,499,hooch,0.9,,0.91,855,0.465,22332,9681,13838,15439,-1601,0.9,12651,6438,2454,680,102,7,1806,2258,0.8,0.62,0.69,0.14,71.4,4.4,0.41700000000000004,0.6609999999999999,0.696,0.115,0.08,0.07,8770,1083,1060,2642,230,70
54,15726,nawrot,0.91,0.94,0.94,352,0.47200000000000003,9413,4079,5871,6576,-705,0.89,5334,2686,1051,290,47,5,907,967,0.94,0.62,0.7,0.11,66.6,3.2,0.447,0.669,0.7090000000000001,0.139,0.1,0.1,3348,1139,356,979,44,20
55,9348,crush,0.91,,0.91,660,0.46399999999999997,17324,7512,10716,11906,-1190,0.9,9812,5020,1902,482,94,14,1457,1900,0.77,0.62,0.69,0.13,70.1,4.8,0.525,0.6729999999999999,0.728,0.124,0.09,0.07,7320,316,805,2045,166,85
56,7796,wayLander,0.91,,0.95,793,0.46299999999999997,20833,9108,13249,14953,-1704,0.89,11725,5964,2329,663,130,22,2032,2628,0.77,0.64,0.72,0.13,70.8,3.2,0.518,0.653,0.685,0.13699999999999998,0.08,0.07,9689,193,720,2387,173,101
57,330,MusambaN1,0.91,,0.97,300,0.36700000000000005,7802,3517,4963,5456,-493,0.91,4285,2386,863,231,34,3,731,682,1.07,0.64,0.7,0.13,68.1,3.3,0.37799999999999995,0.682,0.7390000000000001,0.15,0.1,0.09,2614,1092,216,950,91,4
58,1154,roman,0.91,,0.89,414,0.48100000000000004,10880,4793,6787,7451,-664,0.91,6087,3230,1195,313,52,3,871,1003,0.87,0.62,0.68,0.14,69.6,3.0,0.55,0.6829999999999999,0.703,0.114,0.11,0.1,4634,105,611,1331,63,54
59,1866,Shara,0.91,,0.98,380,0.445,9858,4390,6300,7017,-717,0.9,5468,2917,1114,287,67,5,984,1134,0.87,0.64,0.71,0.14,74.6,2.6,0.518,0.664,0.69,0.14300000000000002,0.08,0.07,4650,19,425,1161,48,10
60,10114,BONA,0.91,,0.94,397,0.469,10580,4631,6648,7383,-735,0.9,5949,3070,1188,295,73,5,951,1062,0.9,0.63,0.7,0.13,69.7,4.3,0.513,0.674,0.7190000000000001,0.131,0.1,0.1,4103,684,440,1297,108,26
61,13250,ben1337,0.91,0.98,0.93,405,0.5329999999999999,10469,4561,6545,7260,-715,0.9,5908,3026,1163,305,57,10,891,1079,0.83,0.63,0.69,0.14,70.6,4.2,0.47600000000000003,0.696,0.746,0.124,0.11,0.1,4332,314,621,1185,84,27
62,8256,tecek,0.91,,1.03,376,0.473,9987,4361,6383,7221,-838,0.88,5626,2842,1115,318,77,9,1100,1360,0.81,0.64,0.72,0.16,73.8,3.7,0.381,0.6759999999999999,0.7190000000000001,0.161,0.11,0.08,4449,537,219,1100,73,22
63,3252,LEGIJA,0.91,,0.94,855,0.515,22254,9675,14063,15655,-1592,0.9,12579,6327,2484,737,115,12,2067,2527,0.82,0.63,0.7,0.14,69.8,4.6,0.498,0.667,0.731,0.135,0.09,0.08,9345,1159,840,2481,201,55
64,8983,MiGHTYMAX,0.91,,0.88,606,0.5,15920,6636,9517,10435,-918,0.91,9284,4415,1656,475,86,4,1222,1598,0.76,0.6,0.66,0.13,67.0,5.1,0.485,0.696,0.7190000000000001,0.111,0.1,0.1,6534,193,873,1704,194,33
65,7821,sAw,0.92,,0.88,1174,0.5720000000000001,31115,13536,19174,20850,-1676,0.92,17579,9136,3307,956,130,7,2328,2619,0.89,0.62,0.67,0.16,70.0,6.1,0.47700000000000004,0.6940000000000001,0.768,0.11,0.11,0.09,13260,299,1771,3394,428,52
66,7156,MSL,0.92,,1.04,1601,0.561,41719,18425,26879,30038,-3159,0.89,23294,12020,4696,1414,275,20,5188,5909,0.88,0.64,0.72,0.15,71.0,3.6,0.40700000000000003,0.6709999999999999,0.746,0.179,0.12,0.08,17051,3388,1977,3932,403,147
67,9259,witmer,0.92,,1.0,345,0.455,8965,3986,5731,6294,-563,0.91,4979,2617,1047,273,44,5,1010,1089,0.93,0.64,0.7,0.12,69.8,2.1,0.369,0.6759999999999999,0.721,0.165,0.1,0.09,1834,2280,302,1231,48,52
68,6453,arya,0.92,,1.05,434,0.426,11148,4895,7192,8037,-845,0.89,6253,3133,1320,359,77,6,1252,1485,0.84,0.65,0.72,0.14,72.6,3.4,0.349,0.662,0.732,0.17300000000000001,0.11,0.09,3291,1793,386,1475,116,144
69,4829,mynio,0.92,,1.04,368,0.42700000000000005,9811,4341,6327,7045,-718,0.9,5470,2836,1097,342,62,4,993,1215,0.82,0.64,0.72,0.15,76.9,6.3,0.429,0.669,0.7120000000000001,0.152,0.09,0.08,4114,604,357,1158,96,6
70,484,Zeus,0.92,,0.88,1400,0.591,37015,16465,23389,25362,-1973,0.92,20550,11079,4106,1087,180,13,3246,3763,0.86,0.63,0.69,0.17,69.9,5.5,0.434,0.6859999999999999,0.742,0.12300000000000001,0.11,0.08,16808,516,1554,3902,387,235
71,7537,xartE,0.92,,0.89,1011,0.53,26512,11411,16146,17386,-1240,0.93,15101,7725,2807,740,126,13,2295,2431,0.94,0.61,0.66,0.15,69.5,5.9,0.373,0.693,0.728,0.124,0.09,0.09,9579,2430,950,2786,361,59
72,9798,lunAtic,0.92,,0.92,473,0.461,12657,5565,7880,8488,-608,0.93,7092,3717,1446,341,57,4,1115,980,1.14,0.62,0.67,0.12,67.3,4.6,0.354,0.6859999999999999,0.7390000000000001,0.132,0.1,0.1,3667,2293,549,1247,132,16
73,8372,matHEND,0.92,,0.96,333,0.402,8606,3825,5575,6204,-629,0.9,4781,2491,990,280,58,6,808,991,0.82,0.65,0.72,0.14,71.4,2.4,0.409,0.669,0.72,0.14300000000000002,0.1,0.08,3487,426,359,1214,75,25
74,14311,H4RR3,0.92,1.0,1.0,313,0.502,8270,3594,5215,5755,-540,0.91,4676,2353,920,267,49,5,831,1039,0.8,0.63,0.7,0.14,71.2,4.3,0.514,0.7,0.711,0.142,0.12,0.1,3525,55,596,980,55,16
75,11110,Golden,0.92,0.96,0.94,672,0.536,17905,7686,11197,12383,-1186,0.9,10219,5017,1967,577,110,15,1535,1815,0.85,0.63,0.69,0.14,70.2,5.2,0.532,0.6759999999999999,0.7490000000000001,0.125,0.1,0.09,7574,231,897,2203,183,130
76,1331,Xp3,0.92,,0.97,502,0.444,13113,5742,8326,9118,-792,0.91,7371,3738,1512,416,69,7,1313,1355,0.97,0.63,0.7,0.13,70.5,3.4,0.397,0.6729999999999999,0.693,0.14400000000000002,0.09,0.08,3410,2727,245,1839,112,14
77,7218,kRYSTAL,0.92,,0.9,1564,0.506,40745,17605,25203,27332,-2129,0.92,23140,11825,4287,1239,233,21,3982,4199,0.95,0.62,0.67,0.14,67.6,5.0,0.363,0.682,0.725,0.141,0.09,0.08,12180,5858,1655,4953,478,102
78,12016,svyat,0.92,0.99,0.92,467,0.488,12425,5400,7668,8265,-597,0.93,7025,3640,1330,362,58,10,1059,1119,0.95,0.62,0.67,0.14,70.5,4.1,0.508,0.6940000000000001,0.7090000000000001,0.122,0.09,0.1,5685,121,511,1218,119,39
79,8302,mistou,0.92,,0.89,314,0.465,8284,3651,5229,5669,-440,0.92,4633,2420,940,242,45,4,652,743,0.88,0.63,0.68,0.12,69.1,3.1,0.514,0.6759999999999999,0.7040000000000001,0.113,0.08,0.09,3304,422,311,1138,49,12
80,1278,pNshr,0.92,,0.91,592,0.564,15452,6876,9769,10542,-773,0.93,8576,4626,1702,463,80,5,1165,1397,0.83,0.63,0.68,0.15,71.2,3.1,0.433,0.698,0.7240000000000001,0.10400000000000001,0.1,0.09,7224,88,686,1628,144,15
81,14290,SkulL,0.92,1.0,1.09,453,0.435,11821,5283,7763,8639,-876,0.9,6538,3393,1391,414,79,6,1396,1649,0.85,0.66,0.73,0.15,75.5,5.5,0.42100000000000004,0.67,0.723,0.177,0.11,0.1,4896,796,719,1204,114,51
82,5385,Luz,0.92,,0.94,605,0.48100000000000004,15873,7072,10081,10902,-821,0.92,8801,4729,1778,472,85,8,1364,1595,0.86,0.64,0.69,0.14,73.0,3.1,0.479,0.685,0.7020000000000001,0.122,0.1,0.09,7204,371,668,1654,89,110
83,16412,rafftu,0.92,0.99,0.93,405,0.551,10860,4840,6878,7421,-543,0.93,6020,3251,1210,318,52,9,950,1032,0.92,0.63,0.68,0.13,69.6,3.3,0.528,0.703,0.705,0.121,0.12,0.11,5181,36,531,1069,70,7
84,169,nak,0.92,,0.89,472,0.5529999999999999,12142,5255,7520,8075,-555,0.93,6887,3459,1389,351,50,6,879,1041,0.84,0.62,0.67,0.15,71.2,4.5,0.447,0.6990000000000001,0.759,0.107,0.1,0.09,5550,62,541,1238,102,47
85,1200,hitMouse,0.92,,0.91,514,0.47700000000000004,13409,5941,8406,8986,-580,0.94,7468,3987,1510,386,50,8,1079,1082,1.0,0.63,0.67,0.13,71.1,4.4,0.486,0.69,0.7340000000000001,0.12,0.09,0.09,4911,1094,654,1639,102,16
86,429,karrigan,0.93,,0.9,1685,0.605,43918,19155,27710,30161,-2451,0.92,24763,12595,4907,1375,255,23,4278,4999,0.86,0.63,0.69,0.13,68.7,4.9,0.42200000000000004,0.674,0.752,0.136,0.09,0.07,16849,3486,2093,4754,384,169
87,365,meisoN,0.93,,1.04,328,0.42100000000000004,8487,3945,5756,6352,-596,0.91,4542,2552,1045,295,47,6,868,978,0.89,0.68,0.75,0.13,77.7,3.2,0.527,0.6579999999999999,0.72,0.158,0.1,0.08,4103,52,443,1089,51,23
88,11493,sK,0.93,1.0,1.05,348,0.428,8948,4006,5919,6567,-648,0.9,4942,2537,1097,304,64,4,875,1094,0.8,0.66,0.73,0.16,76.2,5.1,0.401,0.6729999999999999,0.7140000000000001,0.147,0.11,0.1,4133,146,420,1106,126,5
89,15180,Twixie,0.93,0.99,0.97,404,0.517,10992,4810,6927,7489,-562,0.92,6182,3212,1159,367,64,8,1056,1269,0.83,0.63,0.68,0.14,71.2,4.7,0.48100000000000004,0.693,0.722,0.13699999999999998,0.1,0.09,4991,73,531,1195,76,70
90,7321,TuGuX,0.93,,0.83,349,0.57,9074,3960,5611,5919,-308,0.95,5114,2657,1006,254,39,4,610,681,0.9,0.62,0.65,0.14,69.5,5.9,0.5,0.687,0.7390000000000001,0.095,0.09,0.08,3843,360,137,1137,108,30
91,8212,ScrunK,0.93,,1.02,500,0.43799999999999994,13141,5748,8509,9397,-888,0.91,7393,3675,1505,462,95,11,1360,1505,0.9,0.65,0.72,0.14,74.8,6.0,0.46299999999999997,0.6559999999999999,0.727,0.155,0.09,0.08,5590,547,808,1431,118,29
92,9382,t0rick,0.93,,0.95,335,0.445,8753,3940,5640,6056,-416,0.93,4813,2623,988,277,50,2,787,948,0.83,0.64,0.69,0.13,72.2,2.8,0.457,0.6729999999999999,0.701,0.13,0.09,0.08,4282,79,345,901,34,13
93,8549,EXUS,0.93,,1.02,608,0.465,16057,7190,10424,11290,-866,0.92,8867,4686,1879,525,95,5,1682,1807,0.93,0.65,0.7,0.14,72.1,3.5,0.451,0.674,0.716,0.152,0.1,0.1,6096,1688,504,1994,149,26
94,9081,S0tF1k,0.93,,0.97,1081,0.5529999999999999,28366,12499,18100,19546,-1446,0.93,15867,8174,3248,898,159,20,2694,3033,0.89,0.64,0.69,0.14,72.2,5.0,0.48,0.684,0.743,0.13699999999999998,0.1,0.09,12326,1116,1520,2757,281,134
95,12102,djay,0.93,0.99,0.97,370,0.43799999999999994,9450,4242,6139,6650,-511,0.92,5208,2792,1070,319,55,6,880,938,0.94,0.65,0.7,0.14,72.6,3.6,0.465,0.687,0.7170000000000001,0.138,0.11,0.11,4296,163,434,1112,72,77
96,11716,SANJI,0.93,0.99,0.96,446,0.531,11960,5225,7542,8082,-540,0.93,6735,3434,1336,390,59,6,1108,1258,0.88,0.63,0.68,0.13,71.1,3.8,0.618,0.685,0.713,0.129,0.1,0.08,5124,287,783,1269,74,16
97,9857,ngiN,0.93,,0.88,737,0.588,19103,8266,11666,12218,-552,0.95,10837,5616,2028,503,110,9,1401,1550,0.9,0.61,0.64,0.13,68.0,3.8,0.439,0.7,0.748,0.10400000000000001,0.1,0.09,7645,864,1076,1914,160,35
98,9736,ncl,0.93,,0.91,426,0.545,10865,4853,6881,7235,-354,0.95,6012,3224,1291,280,55,3,818,774,1.06,0.63,0.67,0.14,70.0,3.5,0.496,0.693,0.708,0.10400000000000001,0.1,0.09,4563,266,697,1263,78,31
99,9217,TACO,0.93,,0.91,1118,0.625,28921,12559,17745,18535,-790,0.96,16362,8470,3141,808,131,9,2588,2901,0.89,0.61,0.64,0.12,67.7,4.1,0.502,0.698,0.738,0.122,0.08,0.07,11999,764,1316,3349,192,151
100,8788,keshandr,0.94,,0.97,314,0.535,8221,3805,5414,5788,-374,0.94,4416,2558,939,260,42,6,809,880,0.92,0.66,0.7,0.15,74.2,2.8,0.478,0.68,0.738,0.141,0.11,0.09,3743,65,533,1017,54,13
101,8538,stark,0.94,,0.96,314,0.449,8322,3811,5511,5932,-421,0.93,4511,2488,992,288,41,2,676,796,0.85,0.66,0.71,0.12,72.5,3.4,0.49,0.68,0.701,0.11800000000000001,0.09,0.09,3807,159,355,1122,64,9
