,player_ref,player_name,rating_1,rating_2,impact,maps_played,maps_won,rounds_played,rounds_with_kills,total_kills,total_deaths,kill_death_difference,kd_ratio,rounds_0_kill,rounds_1_kill,rounds_2_kill,rounds_3_kill,rounds_4_kill,rounds_5_kill,total_opening_kills,total_opening_deaths,opening_kill_ratio,kills_per_round,deaths_per_round,assists_per_round,average_damage_per_round,grenade_damage_per_round,headshot_percent,kast,team_win_percent_after_first_kill,first_kill_in_won_rounds,saved_by_teammate_per_round,saved_a_teammate_per_round,rifle_kills,sniper_kills,smg_kills,pistol_kills,grenade_kills,other_kills
102,2292,forget,0.94,,1.06,442,0.536,11512,5249,7723,8457,-734,0.91,6263,3363,1389,411,81,5,1306,1577,0.83,0.67,0.73,0.14,75.3,4.3,0.503,0.67,0.7140000000000001,0.157,0.1,0.08,4627,754,616,1556,71,112
103,8047,Lambert,0.94,,0.93,361,0.501,9342,4061,5772,6050,-278,0.95,5281,2738,986,293,39,5,913,889,1.03,0.62,0.65,0.11,64.9,2.7,0.32799999999999996,0.685,0.725,0.141,0.09,0.08,1652,2208,636,1212,53,20
104,7323,fel1x,0.94,,0.77,301,0.425,7551,3290,4861,5284,-423,0.92,4261,2127,843,264,44,12,619,791,0.78,0.64,0.7,0.13,61.6,2.8,0.542,0.578,0.6890000000000001,0.11900000000000001,0.1,0.08,3610,41,119,1013,69,10
105,11492,Noisia,0.94,0.99,0.93,559,0.465,14508,6541,9364,9942,-578,0.94,7967,4326,1704,430,65,16,1106,1233,0.9,0.65,0.69,0.14,72.7,4.8,0.43700000000000006,0.6920000000000001,0.722,0.11199999999999999,0.09,0.08,6536,239,789,1618,151,52
106,8320,repo,0.94,,0.94,497,0.47700000000000004,13052,5917,8534,9148,-614,0.93,7135,3907,1500,425,76,9,1208,1381,0.87,0.65,0.7,0.13,69.5,3.7,0.466,0.677,0.7120000000000001,0.133,0.1,0.09,5906,196,505,1778,106,54
107,8746,James,0.94,,1.05,331,0.46799999999999997,8631,3924,5682,6126,-444,0.93,4707,2578,1018,259,58,11,987,1109,0.89,0.66,0.71,0.13,73.2,3.3,0.475,0.6629999999999999,0.721,0.16899999999999998,0.09,0.08,3486,736,306,1078,66,27
108,7405,ub1que,0.94,,0.94,491,0.45399999999999996,12691,5811,8319,8815,-496,0.94,6880,3828,1537,377,66,3,928,988,0.94,0.66,0.69,0.13,73.3,3.1,0.418,0.687,0.736,0.111,0.09,0.09,5617,260,371,1906,140,38
109,7166,Ex6TenZ,0.94,,1.01,1393,0.544,36352,15885,22665,23729,-1064,0.96,20467,10631,3982,1083,176,13,3279,3270,1.0,0.62,0.65,0.15,74.8,4.0,0.415,0.693,0.743,0.13,0.09,0.08,16115,1234,755,4177,397,13
110,8790,hutji,0.94,,0.95,419,0.496,11122,4941,7184,7723,-539,0.93,6181,3236,1247,384,69,5,968,1082,0.89,0.65,0.69,0.14,72.3,4.0,0.478,0.679,0.732,0.127,0.1,0.1,5116,110,602,1249,90,30
111,1889,LOMME,0.94,,0.92,623,0.526,16172,7137,10221,10753,-532,0.95,9035,4713,1859,483,75,7,1289,1481,0.87,0.63,0.66,0.15,72.0,4.5,0.425,0.706,0.728,0.11199999999999999,0.1,0.09,7417,124,750,1771,144,29
112,8410,arch,0.94,,0.92,593,0.479,15530,7195,10295,10953,-658,0.94,8335,4776,1832,501,78,8,1194,1175,1.02,0.66,0.71,0.13,72.7,2.2,0.49,0.6890000000000001,0.731,0.115,0.1,0.1,6995,486,862,1849,108,15
